mois,mesure,reference legale,ipc_mensuel,ipc_annuel,pt_indice_francs,pt_indice_euros,pt_indice_annuel,pt_indice_annuel_reel,plafond_ss,retenue_pc,cmp,cmdp,ces_net,taux_csg,taux_crds,assiette_csg_crds,rafp,tranf_primes_pts,ir_zone1,ir_zone2,ir_zone3,ir_zone4,ir_zone5,isoe_fixe,ind_csg,prime_grenelle,prime_informatique,indice_cert_cn_1,indice_cert_cn_2,indice_cert_cn_3,indice_cert_cn_4,indice_cert_cn_5,indice_cert_cn_6,indice_cert_cn_7,indice_cert_cn_8,indice_cert_cn_9,indice_cert_cn_10,indice_cert_cn_11,indice_cert_hc_1,indice_cert_hc_2,indice_cert_hc_3,indice_cert_hc_4,indice_cert_hc_5,indice_cert_hc_6,indice_cert_hc_7,indice_cert_ex_1,indice_cert_ex_2,indice_cert_ex_3,indice_cert_ex_4,indice_cert_ex_hea1,indice_cert_ex_hea2,indice_cert_ex_hea3,indice_agreg_cn_1,indice_agreg_cn_2,indice_agreg_cn_3,indice_agreg_cn_4,indice_agreg_cn_5,indice_agreg_cn_6,indice_agreg_cn_7,indice_agreg_cn_8,indice_agreg_cn_9,indice_agreg_cn_10,indice_agreg_cn_11,indice_agreg_hc_1,indice_agreg_hc_2,indice_agreg_hc_3,indice_agreg_hc_4,indice_agreg_hc_5,indice_agreg_hc_hea1,indice_agreg_hc_hea2,indice_agreg_hc_hea3,indice_agreg_ex_1,indice_agreg_ex_hea1,indice_agreg_ex_hea2,indice_agreg_ex_hea3,indice_agreg_ex_heb1,indice_agreg_ex_heb2,indice_agreg_ex_heb3
01/12/1962,Fin intégration indemnité dégressive. Indices nouveaux réels,Décret n°62-805 du 17 juillet 1962 et Décret n°62-1124 du 1 octobre 1962,,"10,42","36,65","5,58725648175109","4,83568282677066","40,0498491315075","121,959213789928",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%",15%,"13,5%",0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1963,Remise en ordre des indices de rémunération. Passage aux indices nouveaux,Décret n° 62-1382 du 24 novembre 1962,,"10,92","38,3","5,83879736019282","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1963,,,,"10,92","38,3","5,83879736019282","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1963,,,,"10,92","38,3","5,83879736019282","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1963,Revalorisation point d'indice,Décret n° 63-484 du 15 mai 1963 ,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1963,,,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1963,,,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/07/1963,,,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/08/1963,,,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/09/1963,,,,"10,92","39,83","6,07204435656606","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/10/1963,Revalorisation point d'indice,Décret n° 63-1146 du 19 novembre 1963,,"10,92","40,63","6,19400357035598","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/11/1963,,,,"10,92","40,63","6,19400357035598","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/12/1963,,,,"10,92","40,63","6,19400357035598","6,04460353346332","47,7700810382678","132,630644996547",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1964,Revalorisation point d'indice,Décret n° 64-70 du 27 janvier 1964,,"11,3","41,34","6,30224237259455","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1964,,,,"11,3","41,34","6,30224237259455","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1964,,,,"11,3","41,34","6,30224237259455","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1964,Revalorisation point d'indice,Décret n° 64-70 du 27 janvier 1964,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1964,,,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1964,,,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/07/1964,,,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/08/1964,,,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/09/1964,,,,"11,3","42,17","6,4287750569016","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,228,274,304,334,361,388,418,449,490,536,574,449,490,536,574,597,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/10/1964,Nouvelle grille indiciaire certifié,Arrêté du 20 janvier 1965 au JORF du 26 janvier 1965 et Décret n° 64-918 du 7 septembre 1964,,"11,3","42,99","6,55378325103627","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/11/1964,,,,"11,3","42,99","6,55378325103627","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/12/1964,,,,"11,3","42,99","6,55378325103627","6,4287750569016","49,0976360540361","144,82656637554",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1965,,,,"11,58","42,99","6,55378325103627","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1965,,,,"11,58","42,99","6,55378325103627","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1965,,,,"11,58","42,99","6,55378325103627","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1965,Revalorisation point d'indice,Décret n° 65-212 du 19 mars 1965.,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1965,,,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1965,,,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/07/1965,,,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/08/1965,,,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/09/1965,,,,"11,58","43,85","6,68488940586045","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/10/1965,Revalorisation point d'indice,Décret n°65-756 du 1 septembre 1965,,"11,58","44,71","6,81599556068462","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/11/1965,,,,"11,58","44,71","6,81599556068462","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/12/1965,,,,"11,58","44,71","6,81599556068462","6,68488940586045","49,8191671611189","155,497997582159",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1966,,,,"11,89","44,71","6,81599556068462","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1966,,,,"11,89","44,71","6,81599556068462","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1966,,,,"11,89","44,71","6,81599556068462","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1966,Revalorisation point d'indice,Décret n° 66-171 du 25 mars 1966,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1966,,,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1966,,,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/07/1966,,,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/08/1966,,,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/09/1966,,,,"11,89","45,6","6,95167518602591","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/10/1966,Revalorisation point d'indice,Décret n° 66-630 du 24 août 1966.,,"11,89","46,5","7,08887930153958","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/11/1966,,,,"11,89","46,5","7,08887930153958","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/12/1966,,,,"11,89","46,5","7,08887930153958","6,95167518602591","50,4566500045447","164,644938616403",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1967,,,,"12,22","46,5","7,08887930153958","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1967,,,,"12,22","46,5","7,08887930153958","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1967,Revalorisation point d'indice,Décret n° 67-110 du 10 février 1967,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1967,,,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1967,,,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1967,,,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/07/1967,,,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/08/1967,,,,"12,22","47,43","7,23065688757037","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/09/1967,Revalorisation point d'indice,Décret n° 67-698 du 12 août 1967,,"12,22","48,48","7,39072835566966","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",0%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/10/1967,Augmentation cotisation assurance maladie,Décret n°67-850 du 30 septembre 1967,,"12,22","48,48","7,39072835566966","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/11/1967,,,,"12,22","48,48","7,39072835566966","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/12/1967,,,,"12,22","48,48","7,39072835566966","7,24742627946649","51,1827240522061","173,791879650648",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/01/1968,,,,"12,77","48,48","7,39072835566966","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/02/1968,Revalorisation point d'indice,Décret n° 68-198 du 27 février 1968,,"12,77","49,57","7,55689778445843","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/03/1968,,,,"12,77","49,57","7,55689778445843","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/04/1968,,,,"12,77","49,57","7,55689778445843","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/05/1968,,,,"12,77","49,57","7,55689778445843","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,258,297,319,345,369,388,418,460,506,551,597,,,,,,,,,,,,,,,297,365,406,449,490,532,574,623,673,722,760,,,,,,,,,,,,,,,
01/06/1968,Revalorisation générale indices,Décret n° 68-566 du 21 juin 1968,,"12,77","51,51","7,85264887789901","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,273,312,329,355,379,398,428,470,516,561,607,,,,,,,,,,,,,,,312,375,416,459,500,542,584,633,683,732,770,,,,,,,,,,,,,,,
01/07/1968,,,,"12,77","51,51","7,85264887789901","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,273,312,329,355,379,398,428,470,516,561,607,,,,,,,,,,,,,,,312,375,416,459,500,542,584,633,683,732,770,,,,,,,,,,,,,,,
01/08/1968,,,,"12,77","51,51","7,85264887789901","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,273,312,329,355,379,398,428,470,516,561,607,,,,,,,,,,,,,,,312,375,416,459,500,542,584,633,683,732,770,,,,,,,,,,,,,,,
01/09/1968,,,,"12,77","51,51","7,85264887789901","7,79471825134879","52,6769134762256","182,938820684892",6%,"1,75%",1%,0%,0%,0%,0%,0,0,20%,18%,"16,5%","15,25%",14%,0,0,,0,273,312,329,355,379,398,428,470,516,561,607,,,,,,,,,,,,,,,312,375,416,459,500,542,584,633,683,732,770,,,,,,,,,,,,,,,
